Origen,C16_0,C12_0,C18_1,C18_2,Indice_Yodo,Indice_Saponificacion,Indice_Refraccion
Soya,10.059970653660493,0.09507143064099162,25.605534571563176,54.5852433261674,126.34027960663654,188.24795616268963,1.4662323344486727
Soya,12.763968801762143,0.06011150117432088,25.34718384019729,48.22642943725383,138.54864778242992,193.65954112640338,1.466849356442713
Soya,9.000037319639054,0.01834045098534338,20.985816223963006,53.772320747954616,130.47917527963173,189.32983312158433,1.4684474115788895
Soya,8.76721623358623,0.029214464853521818,21.65670790757187,53.016769826387396,135.7776394208952,188.59739025726688,1.4680569377536543
Soya,11.258280128741234,0.0046450412719997725,24.261484400535533,49.87576536056021,124.9757738947792,194.59108429802666,1.4698625281322981
Soya,12.446185414640535,0.03046137691733707,18.754858831268944,55.52656329163373,130.602287406094,187.97630587875824,1.467980707640445
Soya,8.189136866133701,0.0909320402078782,20.494823801280184,55.2877451278938,128.67566614134117,191.16054416942248,1.468186841117373
Soya,9.016699505390399,0.09695846277645587,26.071434492300035,58.334488357206084,137.42241025641474,191.78319983048868,1.4696874969400924
Soya,8.486708761285557,0.019598286241914523,18.18845472023381,51.57863363839591,129.83015934534222,189.17079225419116,1.4693149500366076
Soya,9.962143296814741,0.02809345096873808,23.561117698109083,49.55016647472239,136.0329547113106,187.59640514943817,1.4699475477464021
Soya,12.247346231131615,0.019871568153417243,17.759638864934907,56.970075713003176,134.60286015771425,192.8320573443279,1.4690850813867438
Soya,8.407245584537497,0.035846572854427265,18.9513858428714,57.494137684631525,133.34947190241337,189.6471841988212,1.4662542334011441
Soya,9.710402769436142,0.03251833220267471,25.57974672605109,55.01313218490734,137.3081911386449,190.7777194012956,1.4664783769837533
Soya,11.922846329726472,0.07607850486168975,23.761793733750558,56.48063897950017,131.40693394546585,191.18186263505595,1.4677101640734342
Soya,8.139805197092523,0.010789142699330446,18.03943520541673,55.000514523901586,128.7153397161449,191.06856552931762,1.4696302658957043
Soya,9.371107260318812,0.04103829230356298,25.859952296264925,50.51677982040785,125.1546986474319,189.31801162331016,1.466644885149016
Soya,13.113337087884151,0.0808120379564417,24.54076057031257,57.586066492064894,136.05508115348673,188.4925604710883,1.46957023599396
Soya,10.966382330536078,0.08074401551640625,27.377786039173728,51.498038224690504,125.65077886791515,188.82348130033554,1.467708431154505
Soya,12.499081212573712,0.08607305832563435,17.77508300973686,53.618220328353225,130.26116504723169,188.77686248376585,1.4664794614693346
Soya,9.856883442719955,0.09429097039125192,21.190591665824158,53.70669683917703,134.54528438342766,189.90903681903436,1.4698871283308839
Soya,13.293460122181612,0.02517822958253642,23.070283863637762,51.309661407984464,128.272607415662,187.29509557883625,1.4684382573359196
Soya,10.764734627758738,0.005147875124998935,20.709381813755403,57.990924745633194,127.59342836000458,188.15915897672977,1.4679578110411102
Soya,13.421077497608305,0.02420552715115004,24.95906391198349,56.37781576861589,127.56456315988599,192.82573078889487,1.467471132530877
Soya,11.477682068264688,0.06335297107608948,23.486366588007392,48.99318747059849,136.52953743383858,189.56624051977388,1.4667460740415994
Soya,8.224263278551202,0.05908929431882418,25.01769510789665,48.18246611820642,131.68139587448923,188.81196620158352,1.4685806911616377
Soya,8.959015359527452,0.0690937738102466,21.8767417400458,58.30402987610408,126.0628141621899,189.72853080840207,1.4664538940849623
Soya,13.085814900532096,0.0877339353380981,20.48576957932368,55.25982450637597,136.25833300301824,191.4416064927957,1.468118602313424
Soya,9.330187599952485,0.009310276780589922,27.389930185895928,57.904598628796634,133.496521859099,189.71223832838962,1.4673968382984506
Soya,11.992756233786316,0.08971102599525771,27.28053338206327,56.57863100443386,133.63047469231432,187.6731197199604,1.4666465148563785
Soya,12.942048036898935,0.060642905965959,17.7993281574596,49.11618697152635,133.95252653662084,187.04049267076974,1.46664323220567
Soya,11.018035841516223,0.06918951976926933,24.741181602628085,50.46696240406616,134.68268832021303,188.8979926999744,1.467301598792637
Soya,12.105702728149133,0.06496328990472147,26.87161283333712,55.23374181530377,132.52462905003208,187.74939814262473,1.4674708632122377
Soya,9.45861302224949,0.02439896433790836,28.208513991326413,52.32407497133436,137.3806983276567,192.0491090079781,1.4691792452141665
Soya,10.764504012078557,0.05769038846263591,23.01919109324373,50.14767286577849,134.83678172892257,189.24617889952685,1.4660972638657257
Soya,11.550097627489423,0.017711067940704896,27.856952711011473,58.49321434702846,137.72296585330673,189.96126960204356,1.4660618264661154
Soya,13.10575209423249,0.04281841483173143,28.13987204567163,58.59981974798178,136.79514183201042,189.35559113655668,1.4675403909144076
Soya,12.681251693342713,0.031692200515627766,19.530521664209797,54.12481388704185,138.0423216124117,192.5682383733998,1.4682802446803573
Soya,8.534470715739227,0.06150072266991698,28.392581581126045,49.540924167601766,131.77494478545606,194.01898457542364,1.4689630744710167
Soya,11.833586575473973,0.07024840839871092,21.582504433173355,51.22951028690943,136.14041733217772,193.48090715743345,1.4694682892743205
Soya,13.022823039060592,0.05113423988609378,23.116375982621754,56.78124696863453,133.74945896166648,192.61573501806163,1.4691831706777443
Soya,12.895029379996615,0.03379951568515358,21.756295888511396,49.03380133824956,132.6742021149426,187.28753819037394,1.4678623920725298
Soya,10.984545490891671,0.02865412521282844,24.080999214145315,48.33550274932954,124.56022283123822,193.58080448527727,1.467440762565645
Soya,8.698832819585366,0.05222432600548044,26.015930373464997,50.374031302465276,133.343357137285,187.68277971995013,1.4662067268846743
Soya,10.922450473624814,0.05406351216101066,24.58424293618063,55.987004670949275,138.63778119193802,191.13040278640958,1.4672918258917649
Soya,12.37352407122787,0.027083225126207422,22.44089134362087,48.86302019476493,124.38026115123186,194.7011873174234,1.4693439204820489
Soya,11.827858133515338,0.04089529444142699,19.571578656765134,49.720807469381946,127.75364347246892,191.39381331764898,1.4688583836908002
Soya,11.631085571947523,0.027993389694594285,28.012545031162496,56.116866083653456,132.31531078767102,191.8937659698748,1.4676784002497112
Soya,9.362520442256367,0.03559726786512616,25.884737993015186,48.158328374927315,125.74108960760374,187.36802113617404,1.4661629152092759
Soya,12.70503321206054,0.07036578593800237,22.821077354143114,49.07617576716102,131.3742381267525,190.78777416624453,1.46669280747964
Soya,10.386184070808852,0.03985047343973735,24.351181058963938,54.98603015954408,124.67956014658067,189.99690091701177,1.468503439662857
Palma,43.42571732035672,0.42824492059416114,41.26954905295156,9.488803281244289,50.910502488561896,202.20596628592,1.4531590678632498
Palma,44.103359766442395,0.4701151207124788,40.60379342300703,10.164509778619566,53.43046816114635,198.70680491933882,1.4562737007358957
Palma,47.020011431967504,0.19305131890038713,43.68952451059131,11.716051925868191,51.461480993072904,191.31786471662815,1.4536046680082646
Palma,39.449418970342705,0.0472214803779642,41.46405418733085,9.213565945380687,52.00349277329255,206.05263090841964,1.453139631614415
Palma,45.978641557229274,0.14092738738669996,36.945318620973254,11.090211496092452,53.36734852583149,206.67196825701402,1.4574104262628234
Palma,45.888543629155755,0.14101728628565324,37.419516350237785,11.251844254922574,54.15007285277596,208.81959769801279,1.4554757060614687
Palma,42.35054830350082,0.3882064803709984,38.72642832202414,11.792271976810694,54.37701610810925,198.15088652012534,1.457505226406749
Palma,45.4872515674944,0.051561934417966304,43.220423253436536,10.515757117343572,54.23641285087406,196.08094241958162,1.4583731393709773
Palma,42.491453765620136,0.00541882574014918,43.24305581135411,9.273860030358401,52.004980005397826,208.0511773739653,1.4587036428816254
Palma,44.002190682610944,0.31591860608489963,39.58756417582656,9.879632315094193,52.04612399962763,202.77785066546372,1.4575142471766263
Palma,45.790948158551956,0.39480907139727694,36.72964882438952,10.483260914107744,50.853258544073235,200.44104876415096,1.4556491830082403
